review_id,customer_id,product_id,review_date,review,rating
257,10017,3,2023-12-16,No major issues,3
258,24847,2,2024-12-31,Works as expected,3
259,17161,1,2023-10-22,Acceptable overall,3
260,5011,2,2024-05-12,Good interest rate,4
261,1533,5,2024-05-10,Very reliable,4
262,23578,9,2023-12-05,Interest rate too high,2
263,24647,3,2023-03-10,Nothing special,3
264,23508,3,2025-04-20,Very disappointing,2
265,8912,6,2023-12-24,Good interest rate,5
266,12882,1,2023-02-17,Very frustrating,2
267,16956,6,2025-08-21,Works perfectly,4
268,24975,6,2023-07-30,Decent product,3
269,1670,5,2025-04-03,Customer service was poor,1
270,6483,8,2025-05-04,Very satisfied,4
271,19849,6,2024-12-12,Excellent service,5
272,2768,3,2024-04-21,Very satisfied,4
273,1741,5,2023-09-03,Not satisfied,2
274,17140,1,2025-05-10,Excellent service,5
275,870,6,2023-01-06,Excellent service,4
276,9235,3,2024-02-25,Bad experience,2
277,17098,4,2024-03-22,Works perfectly,4
278,11459,4,2025-07-02,Decent product,3
279,23158,8,2025-10-01,Interest rate too high,1
280,24042,6,2023-11-05,Service was fine,3
281,6864,3,2025-11-27,Highly recommend,4
282,1914,7,2023-05-26,Very convenient,5
283,2083,5,2023-01-15,No major issues,3
284,6358,7,2023-01-13,Works perfectly,5
285,19031,3,2024-05-08,Good interest rate,5
286,20741,5,2025-01-09,Very convenient,4
287,2026,8,2023-03-22,Happy with this product,5
288,15264,9,2023-12-24,Decent product,3
289,10559,3,2024-03-04,Average experience,3
290,24329,2,2025-08-20,Difficult to use,2
291,1406,3,2024-08-31,Easy to use,5
292,7379,2,2023-10-11,Not satisfied,1
293,19070,6,2023-06-27,Nothing special,3
294,19915,2,2023-05-21,Difficult to use,1
295,19155,6,2025-01-16,Service was fine,3
296,8394,5,2025-04-22,Very reliable,4
297,10692,4,2025-02-07,Very frustrating,1
298,6779,2,2025-10-11,Would not recommend,1
299,18662,9,2025-02-15,Bad experience,2
300,24048,1,2023-10-18,Highly recommend,5
301,15505,1,2025-11-20,Highly recommend,4
302,10664,4,2024-06-30,Too many fees,1
303,10906,7,2023-11-29,Customer service was poor,2
304,15408,5,2025-02-08,Excellent service,5
305,15647,6,2024-11-23,Difficult to use,2
306,5402,4,2025-01-22,Would not recommend,1
307,14138,7,2025-05-11,Very convenient,4
308,20642,3,2025-07-09,Bad experience,2
309,8652,7,2023-04-11,Very satisfied,4
310,22391,9,2024-04-27,Difficult to use,2
311,12356,1,2023-10-10,Decent product,3
312,5645,8,2025-05-23,Easy to use,4
313,20632,2,2023-07-02,Very satisfied,4
314,4630,7,2024-01-13,Fair product,3
315,17738,2,2024-02-20,Service was fine,3
316,14341,5,2024-06-09,Great product,4
317,18670,2,2023-01-04,Works perfectly,5
318,17440,2,2025-06-05,Would not recommend,1
319,4046,5,2025-10-21,Works perfectly,4
320,10099,8,2023-09-30,Easy to use,4
321,19711,8,2023-10-19,Happy with this product,5
322,8516,9,2024-11-20,Easy to use,5
323,23492,1,2024-03-17,Difficult to use,2
324,14778,3,2023-12-11,Too many fees,2
325,5576,3,2025-05-14,Highly recommend,4
326,13894,8,2023-05-10,Happy with this product,5
327,5043,6,2023-03-10,Works perfectly,5
328,4794,1,2025-09-10,Highly recommend,5
329,16671,8,2023-08-26,Very convenient,5
330,21427,6,2025-12-26,Very convenient,5
331,24259,4,2023-10-13,Happy with this product,4
332,4406,6,2025-07-16,It is okay,3
333,24173,1,2025-07-25,Not worth it,2
334,4893,9,2023-06-12,Good interest rate,4
335,10638,9,2023-01-04,Highly recommend,5
336,7993,7,2025-03-10,Very satisfied,5
337,8687,4,2025-03-16,Interest rate too high,1
338,1978,5,2025-06-20,Very convenient,4
339,1058,5,2024-02-17,Easy to use,5
340,3648,2,2024-03-19,Works as expected,3
341,2310,5,2023-10-28,Highly recommend,5
342,19362,8,2025-05-17,Very reliable,4
343,18755,7,2025-08-21,Not satisfied,2
344,16509,7,2025-05-30,Happy with this product,4
345,3648,4,2025-10-06,Too many fees,1
346,7014,9,2024-12-27,No major issues,3
347,13166,4,2025-09-19,Happy with this product,4
348,23115,6,2023-09-07,Works perfectly,5
349,2596,7,2025-10-30,Very convenient,4
350,20247,5,2023-05-09,Decent product,3
351,16522,7,2024-07-06,Not worth it,2
352,6782,1,2025-07-28,Very reliable,4
353,23649,1,2025-11-18,Great product,5
354,13430,3,2024-04-04,Easy to use,4
355,15990,2,2024-06-24,Too many fees,1
356,19437,4,2024-09-01,Easy to use,4
357,15182,5,2025-04-02,Interest rate too high,1
358,24246,2,2025-11-17,Average experience,3
359,19999,1,2025-08-01,Service was fine,3
360,15704,7,2024-05-12,Happy with this product,5
361,14698,3,2025-01-12,Very convenient,5
362,19265,8,2023-11-05,Easy to use,5
363,24567,5,2023-03-07,Very reliable,5
364,861,5,2023-04-04,Happy with this product,4
365,4892,4,2023-12-01,Happy with this product,5
366,21208,2,2025-10-10,Fair product,3
367,21072,9,2024-10-13,Great product,4
368,21501,4,2024-12-05,Not satisfied,1
369,8329,6,2024-01-29,It is okay,3
370,23274,3,2025-01-16,Works as expected,3
371,24330,1,2023-06-23,Acceptable overall,3
372,11417,3,2025-10-05,Very convenient,4
373,8770,3,2023-11-03,Bad experience,2
374,7162,6,2023-02-05,Not satisfied,2
375,20106,9,2023-07-22,No major issues,3
376,6657,2,2023-07-25,Too many fees,1
377,16821,1,2025-10-10,Customer service was poor,2
378,14533,8,2024-05-21,Excellent service,5
379,649,9,2023-03-30,Fair product,3
380,18406,7,2024-07-16,Good interest rate,5
381,6100,9,2025-06-09,Not bad,3
382,24857,4,2025-12-25,Acceptable overall,3
383,7602,5,2023-04-09,Easy to use,4
384,13762,1,2024-10-11,Very convenient,4
385,15976,9,2024-12-04,Very convenient,5
386,4670,1,2025-09-15,Happy with this product,4
387,21488,9,2023-01-11,Excellent service,5
388,596,6,2023-02-28,Very reliable,5
389,9207,9,2025-03-07,Works perfectly,5
390,1264,5,2024-07-31,Works perfectly,5
391,4318,9,2024-10-31,Highly recommend,4
392,6430,8,2023-03-31,Good interest rate,5
393,17015,6,2024-02-08,Works perfectly,4
394,13074,1,2023-08-11,Very satisfied,5
395,18511,4,2025-02-03,Very satisfied,4
396,23802,5,2024-10-08,Decent product,3
397,10354,1,2025-11-01,Works perfectly,5
398,16422,4,2024-01-30,Works perfectly,4
399,11025,6,2025-06-10,No major issues,3
400,14441,2,2024-04-25,Happy with this product,4
401,11755,1,2023-07-18,Not satisfied,2
402,7395,8,2023-03-22,Happy with this product,5
403,5509,1,2025-12-25,Very reliable,5
404,8380,2,2024-10-31,Great product,4
405,15659,6,2025-08-06,Very disappointing,2
406,8755,6,2023-12-19,Easy to use,5
407,10950,9,2023-11-27,Customer service was poor,1
408,6203,2,2024-08-08,Average experience,3
409,24489,4,2023-11-11,Decent product,3
410,19456,8,2023-03-24,Excellent service,4
411,21382,2,2024-02-17,Would not recommend,2
412,607,3,2023-07-06,Very reliable,4
413,2350,9,2025-02-01,It is okay,3
414,13651,4,2025-03-14,Not worth it,2
415,11439,7,2025-02-15,Would not recommend,1
416,2244,7,2025-05-24,It is okay,3
417,3357,7,2024-02-13,Highly recommend,4
418,16016,4,2025-03-21,Would not recommend,2
419,20614,2,2025-11-29,Good interest rate,5
420,6098,5,2025-07-29,Not bad,3
421,8433,6,2025-01-28,Not satisfied,2
422,11137,7,2023-12-05,Difficult to use,2
423,2300,5,2024-11-19,Very convenient,5
424,7100,2,2023-01-01,Easy to use,4
425,19361,1,2023-05-18,Not bad,3
426,15567,1,2023-06-01,Very convenient,4
427,20366,1,2023-10-18,Good interest rate,4
428,20838,2,2023-12-30,Acceptable overall,3
429,14370,1,2025-04-29,Highly recommend,4
430,13880,3,2024-07-29,Not satisfied,2
431,8729,1,2023-10-05,Very frustrating,2
432,8659,9,2025-08-06,Difficult to use,1
433,24048,9,2023-09-13,It is okay,3
434,24311,5,2024-11-28,Fair product,3
435,4770,2,2025-03-01,No major issues,3
436,3717,7,2023-03-10,It is okay,3
437,10025,5,2023-12-22,Great product,5
438,2230,3,2023-08-04,Very convenient,5
439,12914,8,2023-11-27,Great product,5
440,10595,8,2024-03-23,Works as expected,3
441,21030,7,2024-03-15,Works as expected,3
442,24970,5,2024-03-05,Happy with this product,4
443,6015,8,2024-01-04,Works as expected,3
444,19054,8,2023-03-21,Would not recommend,1
445,8244,9,2024-09-29,Difficult to use,1
446,5089,4,2024-08-30,Fair product,3
447,16348,7,2024-09-23,Works perfectly,4
448,24459,9,2025-12-23,Customer service was poor,2
449,10336,6,2024-12-17,Not satisfied,2
450,18722,3,2025-03-04,Very convenient,5
451,5063,8,2023-02-25,Bad experience,2
452,11818,9,2024-02-24,Excellent service,5
453,16969,4,2024-12-26,Very convenient,5
454,5656,4,2024-08-21,Good interest rate,4
455,5707,2,2023-01-29,Excellent service,5
456,6169,3,2024-10-26,Very convenient,4
457,16975,9,2025-09-03,Easy to use,5
458,19520,1,2025-02-16,Very reliable,5
459,18459,8,2024-09-08,Very frustrating,1
460,6615,1,2025-02-11,Very reliable,4
461,20691,3,2023-01-29,Works perfectly,4
462,2689,2,2024-04-13,Nothing special,3
463,23859,7,2025-11-22,Very satisfied,4
464,4423,7,2024-01-08,Acceptable overall,3
465,23230,5,2023-02-22,Great product,4
466,9909,5,2023-12-30,Works perfectly,4
467,9245,5,2023-02-18,Not satisfied,2
468,19652,6,2025-11-04,Very satisfied,5
469,18500,2,2024-04-21,Very frustrating,2
470,12204,9,2025-05-15,Works as expected,3
471,3226,5,2023-02-10,Fair product,3
472,19978,1,2023-08-14,Very satisfied,4
473,5764,7,2023-03-21,Not satisfied,2
474,24416,3,2024-09-16,Great product,5
475,12763,9,2025-07-29,Great product,5
476,14364,7,2025-04-09,It is okay,3
477,15273,4,2023-06-12,Very convenient,4
478,1209,7,2025-08-12,Great product,4
479,3538,7,2023-01-07,Interest rate too high,2
480,235,6,2025-12-24,Happy with this product,4
481,11255,8,2025-12-27,Service was fine,3
482,3034,3,2025-06-10,Very reliable,4
483,6088,9,2024-03-06,Customer service was poor,2
484,10308,5,2023-12-04,Not bad,3
485,3120,5,2024-02-12,Would not recommend,2
486,8952,4,2024-02-12,Very satisfied,4
487,19437,7,2025-01-04,Happy with this product,5
488,22165,2,2023-02-22,Bad experience,2
489,14044,3,2025-09-11,Very convenient,5
490,9194,3,2024-02-12,Too many fees,2
491,22832,8,2024-02-13,Customer service was poor,1
492,10111,9,2025-06-03,Very frustrating,2
493,9581,5,2025-09-24,Very satisfied,5
494,16222,9,2023-03-06,Very convenient,5
495,4481,6,2023-09-11,Interest rate too high,2
496,6114,9,2025-02-25,Excellent service,5
497,21182,8,2025-11-22,Fair product,3
498,14786,9,2024-03-28,Easy to use,4
499,12879,8,2025-06-29,Very frustrating,2
500,1594,9,2023-06-03,Decent product,3
501,12515,2,2023-12-02,No major issues,3
502,828,5,2023-03-14,Acceptable overall,3
503,21268,9,2023-02-01,Very convenient,5
504,2755,3,2025-04-27,Very satisfied,5
505,17717,7,2023-10-24,Service was fine,3
506,22458,7,2024-10-17,Excellent service,5
507,17526,5,2025-06-06,Average experience,3
508,14087,2,2023-04-19,Very disappointing,2
509,4062,5,2024-03-08,Nothing special,3
510,24245,5,2024-10-03,Highly recommend,4
511,9186,9,2024-03-14,Very convenient,4
512,16854,7,2025-07-27,Easy to use,4
513,16380,6,2024-03-17,Good interest rate,4
514,15108,6,2023-02-04,Good interest rate,4
515,15478,4,2023-12-13,Very convenient,4
516,15525,3,2024-05-29,Good interest rate,5
517,10448,4,2025-06-13,Good interest rate,5
518,15670,3,2023-05-09,Very convenient,4
519,18470,7,2024-05-01,Great product,5
520,5671,8,2023-02-22,Easy to use,5
521,8255,2,2024-07-29,Very frustrating,2
522,8985,8,2023-01-12,Very satisfied,4
523,21229,1,2024-12-09,Good interest rate,5
524,16092,7,2023-10-24,Excellent service,4
525,1063,5,2024-10-12,Highly recommend,5
526,10597,4,2025-11-17,Very reliable,4
527,20664,9,2023-12-15,Easy to use,5
528,8653,1,2025-01-26,Fair product,3
529,9065,5,2023-01-16,Great product,5
530,1444,3,2025-07-30,Not worth it,2
531,13043,7,2025-02-21,Decent product,3
532,8548,6,2025-11-14,Works perfectly,4
533,14033,7,2024-11-26,Works perfectly,4
534,11967,3,2025-02-04,Highly recommend,5
535,12993,2,2023-09-27,Very reliable,5
536,20057,4,2023-10-11,Easy to use,5
537,3067,5,2024-11-08,Too many fees,2
538,2205,7,2024-04-13,Very satisfied,5
539,19085,9,2024-05-26,Very convenient,4
540,9331,6,2023-01-23,Acceptable overall,3
541,6898,8,2024-03-07,It is okay,3
542,797,6,2023-04-04,Easy to use,5
543,16961,6,2023-12-11,Very frustrating,1
544,23736,4,2023-08-17,Very frustrating,1
545,5241,6,2024-07-09,Not satisfied,1
546,24936,4,2025-08-02,Very reliable,4
547,16506,9,2023-10-27,Average experience,3
548,2515,9,2023-11-16,Service was fine,3
549,6091,4,2023-03-27,Very satisfied,4
550,11203,4,2025-10-02,Works perfectly,4
551,19971,9,2024-01-21,Service was fine,3
552,21229,7,2025-02-28,Works as expected,3
553,4626,6,2025-12-19,Very convenient,4
554,16155,4,2023-02-06,Not worth it,1
555,17555,7,2024-09-15,Highly recommend,4
556,16448,7,2023-07-22,Great product,4
557,6951,5,2025-01-26,Works perfectly,4
558,8754,7,2025-06-19,Not bad,3
559,12752,3,2025-02-15,Very satisfied,4
560,714,9,2024-01-09,Works perfectly,4
561,14413,6,2023-07-15,Happy with this product,5
562,18800,6,2023-12-13,Interest rate too high,2
563,19971,6,2024-01-16,Great product,5
564,7935,9,2024-07-01,Works as expected,3
565,6151,2,2023-07-11,Good interest rate,4
566,18454,3,2025-10-18,Not worth it,2
567,12975,3,2023-02-20,Good interest rate,4
568,23613,4,2025-05-26,Easy to use,4
569,22927,2,2023-12-18,Works perfectly,4
570,7477,7,2023-11-21,Too many fees,1
571,24582,1,2024-01-15,Nothing special,3
572,17189,3,2023-11-28,Service was fine,3
573,15804,1,2024-05-18,Would not recommend,2
574,15251,3,2023-09-05,Happy with this product,4
575,5862,8,2023-08-31,Would not recommend,2
576,273,8,2024-01-16,Good interest rate,5
577,5308,5,2024-03-09,Bad experience,2
578,17546,1,2024-09-15,Very satisfied,4
579,19578,8,2023-05-20,No major issues,3
580,19756,3,2024-12-10,It is okay,3
581,5439,6,2023-08-23,Works as expected,3
582,5260,1,2025-09-25,Decent product,3
583,1795,2,2023-03-28,Very reliable,5
584,23868,8,2024-01-13,No major issues,3
585,23808,1,2023-06-09,Acceptable overall,3
586,721,7,2023-03-26,Customer service was poor,2
587,14493,6,2025-09-19,Easy to use,5
588,12666,6,2023-10-03,Very frustrating,1
589,12510,8,2024-04-25,Acceptable overall,3
590,5247,4,2024-09-17,Bad experience,1
591,14715,1,2023-05-10,Very convenient,4
592,3804,8,2024-10-24,It is okay,3
593,16579,5,2024-07-26,Highly recommend,4
594,4521,8,2024-05-20,Very disappointing,2
595,19484,5,2025-09-14,Excellent service,5
596,11414,6,2024-09-19,Very frustrating,2
597,14814,6,2023-03-31,It is okay,3
598,6450,5,2024-12-24,Very satisfied,5
599,16749,5,2025-10-04,Acceptable overall,3
600,8418,6,2024-10-30,Works as expected,3
601,18870,4,2025-12-01,It is okay,3
602,21678,4,2025-02-23,Highly recommend,5
603,14627,6,2024-02-10,Fair product,3
604,24598,2,2024-06-21,No major issues,3
605,16781,9,2023-11-21,Very disappointing,2
606,11614,4,2024-09-02,It is okay,3
607,7208,3,2023-04-10,Good interest rate,4
608,9290,5,2023-08-30,Service was fine,3
609,11129,6,2025-07-23,Average experience,3
610,5083,4,2024-11-08,Excellent service,4
611,589,8,2025-04-21,Happy with this product,4
612,3886,5,2024-10-24,Not satisfied,2
613,23657,5,2025-11-26,Happy with this product,5
614,2544,8,2024-04-10,Works perfectly,5
615,17521,8,2025-08-01,Very disappointing,2
616,12380,1,2023-03-23,Easy to use,5
617,18871,7,2023-06-17,Works perfectly,5
618,19603,8,2023-05-27,Works perfectly,5
619,7444,2,2024-05-27,Highly recommend,4
620,11420,9,2024-05-10,Good interest rate,4
621,24466,1,2024-01-04,Highly recommend,5
622,19764,1,2023-08-04,Not satisfied,2
623,9753,6,2025-11-11,Nothing special,3
624,14057,9,2025-07-12,Very convenient,4
625,19319,6,2024-08-19,Works perfectly,5
626,10450,7,2023-04-27,It is okay,3
627,7635,9,2025-12-02,Very disappointing,2
628,6126,6,2025-10-07,Great product,4
