customer_id,city_id,age,gender,marital_status,profession,religion,education_level,income,household_size
147,94,40,Male,Married,Working,Christian,High School,65802,3
148,221,83,Male,Single,Retired,Muslim,Bachelor,23211,3
149,212,64,Female,Single,Working,Christian,Bachelor,57171,3
150,71,46,Male,Married,Homemaker,Hindu,High School,60542,6
151,35,70,Male,Single,Retired,Muslim,High School,45288,1
152,214,69,Female,Single,Retired,Muslim,High School,27379,2
153,34,52,Male,Married,Working,Christian,High School,78994,3
154,197,29,Female,Single,Unemployed,Christian,High School,0,4
155,123,68,Male,Single,Retired,Muslim,Bachelor,16786,2
156,271,64,Male,Married,Business Owner,Hindu,Bachelor,124747,3
157,71,59,Male,Single,Working,Muslim,PhD,50532,4
158,96,36,Female,Single,Business Owner,Hindu,High School,100620,5
159,181,68,Female,Married,Retired,Christian,High School,16969,2
160,246,64,Male,Single,Working,Muslim,Bachelor,41150,4
161,247,31,Female,Single,Unemployed,Christian,Bachelor,0,5
162,223,56,Female,Single,Homemaker,Christian,PhD,44675,3
163,5,83,Male,Married,Retired,Hindu,High School,17690,1
164,120,27,Male,Single,Working,Christian,Bachelor,59019,2
165,202,47,Female,Married,Working,Christian,High School,56327,6
166,146,43,Female,Single,Homemaker,Other,Master,53962,5
167,2,77,Male,Single,Retired,Hindu,Bachelor,31014,2
168,43,35,Male,Married,Working,Muslim,High School,93848,6
169,86,42,Female,Single,Working,Christian,High School,71640,4
170,229,57,Male,Single,Working,Muslim,Bachelor,63443,3
171,282,87,Male,Divorced,Retired,Muslim,High School,39921,2
172,168,73,Male,Single,Retired,Muslim,Bachelor,30698,2
173,240,31,Female,Single,Working,None,Master,89161,4
174,36,25,Female,Married,Student,Christian,Master,11944,5
175,227,35,Male,Widowed,Business Owner,Christian,High School,128223,5
176,1,80,Female,Single,Retired,Christian,High School,26349,1
177,241,89,Female,Married,Retired,Hindu,Master,21423,3
178,104,78,Female,Divorced,Retired,Hindu,High School,12748,3
179,45,82,Female,Widowed,Retired,None,Master,27996,2
180,37,21,Male,Single,Student,Muslim,Master,10264,6
181,86,39,Male,Single,Homemaker,Christian,Bachelor,62814,3
182,175,43,Male,Married,Unemployed,Hindu,Bachelor,0,3
183,45,34,Male,Single,Homemaker,Christian,Bachelor,54853,4
184,175,46,Male,Married,Working,Christian,Master,60739,5
185,280,28,Male,Married,Working,Other,High School,63767,2
186,252,70,Female,Single,Retired,Hindu,High School,40931,3
187,218,23,Female,Single,Working,Muslim,High School,78403,3
188,49,21,Female,Single,Student,Muslim,Bachelor,17620,5
189,132,59,Male,Divorced,Working,Hindu,High School,55935,3
190,126,79,Male,Single,Retired,Muslim,PhD,26815,1
191,125,32,Male,Married,Working,Christian,Master,86106,3
192,56,75,Male,Widowed,Retired,Hindu,High School,33780,2
193,31,61,Female,Married,Working,Muslim,High School,51185,5
194,29,81,Male,Married,Retired,Muslim,Bachelor,25194,2
195,34,88,Female,Married,Retired,Christian,Bachelor,31520,1
196,174,42,Female,Married,Business Owner,Muslim,High School,100199,4
197,198,39,Male,Married,Homemaker,Muslim,Bachelor,66051,3
198,126,61,Female,Widowed,Unemployed,Muslim,Bachelor,0,4
199,246,55,Female,Single,Homemaker,Muslim,Bachelor,46085,4
200,13,27,Male,Single,Unemployed,Muslim,High School,0,3
201,30,68,Female,Married,Retired,Muslim,Bachelor,23175,2
202,39,64,Male,Married,Working,Hindu,Master,62810,5
203,43,44,Male,Single,Working,Hindu,Master,62266,5
204,53,83,Male,Married,Retired,Christian,High School,17284,3
205,124,65,Male,Married,Retired,Christian,Bachelor,21342,1
206,186,26,Male,Divorced,Business Owner,Christian,Master,120569,5
207,75,22,Male,Married,Working,Muslim,High School,63135,1
208,39,88,Male,Single,Retired,Muslim,Bachelor,33241,1
209,49,40,Female,Married,Working,None,High School,57407,6
210,108,31,Female,Married,Working,Hindu,Bachelor,70683,3
211,50,23,Male,Single,Student,Hindu,Bachelor,12983,5
212,243,38,Female,Divorced,Unemployed,Christian,Bachelor,0,2
213,51,79,Male,Single,Retired,Christian,Master,14058,1
214,169,76,Male,Single,Retired,Muslim,Master,23804,1
215,186,78,Male,Single,Retired,Christian,Master,20441,2
216,239,83,Male,Divorced,Retired,Muslim,Bachelor,20186,1
217,235,30,Male,Divorced,Working,Christian,Bachelor,72961,5
218,176,28,Female,Married,Working,Other,High School,53736,4
219,171,61,Female,Single,Working,None,High School,68914,6
220,112,32,Male,Married,Homemaker,None,High School,63430,2
221,162,62,Male,Divorced,Working,Muslim,High School,47229,4
222,110,66,Male,Married,Retired,Other,Master,21127,3
223,271,62,Male,Married,Working,Other,Master,71921,5
224,133,28,Male,Single,Working,Christian,Bachelor,56791,3
225,67,34,Female,Divorced,Working,Hindu,High School,92881,5
226,215,88,Male,Single,Retired,Hindu,PhD,38451,2
227,4,66,Male,Married,Retired,Christian,PhD,30530,2
228,26,58,Female,Married,Homemaker,Christian,High School,57008,3
229,281,80,Female,Single,Retired,Christian,Bachelor,16531,2
230,84,59,Female,Married,Homemaker,Christian,Bachelor,70244,4
231,57,30,Male,Single,Working,Christian,High School,68631,5
232,219,77,Male,Single,Retired,Muslim,High School,17727,3
233,263,31,Male,Married,Homemaker,Muslim,PhD,67097,3
234,49,38,Male,Divorced,Homemaker,None,High School,56836,4
235,193,82,Female,Single,Retired,Muslim,Bachelor,10692,2
236,49,62,Female,Married,Unemployed,Hindu,Bachelor,0,4
237,136,49,Male,Married,Homemaker,Muslim,PhD,63876,4
238,268,65,Male,Married,Retired,Muslim,Bachelor,24136,2
239,26,83,Female,Single,Retired,Christian,Master,25163,1
240,172,33,Male,Married,Business Owner,Hindu,High School,123833,3
241,8,23,Female,Married,Working,Muslim,Master,81568,2
242,243,34,Male,Divorced,Working,Christian,Master,41562,5
243,277,43,Female,Single,Unemployed,Christian,High School,0,5
244,198,74,Female,Single,Retired,Christian,Bachelor,7488,1
245,167,66,Male,Single,Retired,Hindu,Bachelor,30302,2
246,157,30,Female,Single,Working,Muslim,Master,59103,3
247,62,22,Male,Married,Student,Other,Bachelor,15698,3
248,10,81,Female,Single,Retired,Other,Master,20259,2
249,164,73,Male,Single,Retired,Christian,High School,22251,2
250,168,46,Male,Divorced,Homemaker,Muslim,Master,46466,3
251,255,38,Female,Married,Working,Other,High School,63004,5
252,254,55,Male,Married,Homemaker,Muslim,High School,67623,3
253,267,84,Male,Married,Retired,None,High School,29628,1
254,10,74,Female,Married,Retired,None,Master,34987,2
255,59,71,Female,Married,Retired,Hindu,Bachelor,15708,2
256,180,28,Female,Married,Working,Christian,PhD,77773,4
257,209,28,Male,Married,Working,Christian,Bachelor,69224,4
258,129,73,Female,Single,Retired,Muslim,Bachelor,40643,1
259,238,59,Female,Single,Working,Christian,Bachelor,48862,4
260,138,43,Female,Single,Working,Christian,High School,61114,3
261,139,25,Male,Divorced,Working,Christian,Master,60974,1
262,231,61,Male,Single,Homemaker,Muslim,Master,63240,4
263,185,62,Male,Married,Working,Christian,High School,92683,4
264,40,19,Male,Single,Student,Christian,Bachelor,12884,4
265,171,77,Male,Single,Retired,Christian,Master,12797,1
266,141,88,Male,Single,Retired,Hindu,Bachelor,34027,1
267,230,87,Female,Married,Retired,Hindu,High School,26216,2
268,267,30,Male,Single,Working,Christian,Master,46399,5
269,196,30,Female,Married,Unemployed,Hindu,Bachelor,0,2
270,209,65,Male,Divorced,Retired,Christian,Bachelor,19302,2
271,241,52,Male,Single,Working,Hindu,Master,67566,4
272,177,56,Female,Married,Working,None,Master,72350,3
273,267,51,Female,Widowed,Working,Christian,Bachelor,60783,2
274,184,76,Male,Widowed,Retired,Hindu,Master,29921,2
275,46,44,Female,Single,Working,Hindu,High School,65615,5
276,164,40,Female,Married,Unemployed,Muslim,Bachelor,0,5
277,79,79,Male,Divorced,Retired,Christian,High School,28777,1
278,280,19,Male,Married,Student,Hindu,Master,8782,4
279,88,53,Female,Divorced,Working,Other,High School,51813,3
280,252,39,Male,Single,Working,Christian,Master,65603,6
281,24,84,Male,Single,Retired,Hindu,Master,24328,1
282,87,27,Male,Married,Working,Christian,Master,67924,3
283,104,47,Female,Single,Working,Other,PhD,68484,4
284,219,72,Female,Single,Retired,Christian,Bachelor,33913,1
285,133,21,Male,Married,Student,Hindu,Bachelor,14817,4
286,87,42,Male,Single,Working,Hindu,Master,38027,4
287,117,43,Male,Married,Working,Muslim,PhD,53405,4
288,12,36,Female,Married,Working,Muslim,High School,45948,4
289,120,24,Female,Single,Working,Hindu,Master,23319,1
290,5,45,Female,Divorced,Unemployed,Other,High School,0,5
291,130,23,Female,Divorced,Working,Christian,Bachelor,48037,1
292,172,26,Male,Single,Working,None,High School,47022,6
293,83,55,Female,Single,Working,Muslim,High School,64016,4
294,113,29,Female,Single,Working,Hindu,Bachelor,56356,3
295,156,83,Male,Married,Retired,Hindu,Master,15362,2
296,265,38,Female,Single,Business Owner,Muslim,High School,173289,3
297,166,66,Female,Single,Retired,Hindu,Master,26648,1
298,78,34,Female,Single,Working,Christian,High School,74621,5
299,174,76,Female,Married,Retired,Hindu,PhD,28130,2
300,77,75,Female,Married,Retired,Other,Bachelor,18693,2
301,133,26,Male,Married,Unemployed,Muslim,Bachelor,0,5
302,12,64,Female,Married,Business Owner,Christian,Bachelor,73771,5
303,67,65,Female,Single,Retired,Hindu,High School,22033,2
304,283,64,Female,Single,Working,Christian,High School,51595,6
305,155,44,Male,Married,Working,Christian,High School,90753,5
306,74,66,Male,Single,Retired,Muslim,Master,35807,2
307,278,82,Male,Married,Retired,Hindu,PhD,32070,2
308,153,43,Female,Married,Homemaker,Christian,High School,37026,6
309,33,79,Female,Married,Retired,Muslim,Master,32427,2
310,104,55,Male,Single,Working,Christian,Master,50188,4
311,192,30,Male,Single,Working,Christian,Bachelor,40449,3
312,69,45,Male,Single,Business Owner,Other,Bachelor,116848,3
313,197,67,Female,Single,Retired,Christian,Bachelor,24225,3
314,238,84,Male,Divorced,Retired,Hindu,High School,35198,3
315,195,49,Female,Single,Business Owner,Hindu,Master,117132,4
316,159,82,Female,Married,Retired,Christian,High School,12144,2
317,117,86,Male,Single,Retired,Muslim,PhD,26707,1
318,38,44,Female,Divorced,Working,Muslim,High School,66602,2
319,5,86,Female,Single,Retired,Christian,High School,13468,1
320,202,58,Male,Divorced,Unemployed,Christian,High School,0,5
321,82,38,Female,Single,Working,Hindu,Bachelor,65866,4
322,120,50,Male,Single,Working,Muslim,High School,76394,4
323,49,39,Female,Married,Working,Christian,High School,84354,3
324,74,31,Female,Married,Working,Muslim,High School,62659,5
325,156,32,Male,Divorced,Working,Hindu,Master,62089,4
326,116,19,Female,Single,Student,None,Bachelor,13123,2
327,216,71,Male,Married,Retired,Christian,Bachelor,23359,2
328,275,32,Male,Single,Working,Hindu,Master,54667,4
329,71,31,Male,Divorced,Business Owner,Hindu,Bachelor,121400,4
330,276,25,Male,Married,Student,Hindu,Master,13364,6
331,111,55,Female,Married,Working,Christian,High School,53800,6
332,277,81,Female,Single,Retired,Hindu,High School,23870,2
333,230,63,Female,Married,Homemaker,Hindu,High School,29317,3
334,212,73,Male,Married,Retired,Muslim,Bachelor,24993,1
335,171,24,Male,Divorced,Student,Muslim,Bachelor,10499,4
336,197,75,Male,Married,Retired,Muslim,High School,24434,3
337,65,28,Male,Married,Homemaker,Christian,Bachelor,86050,3
338,280,40,Female,Single,Working,Hindu,PhD,81565,4
339,251,27,Male,Married,Homemaker,Christian,Bachelor,58036,4
340,142,71,Female,Divorced,Retired,Hindu,Bachelor,33066,2
341,202,49,Female,Single,Unemployed,Muslim,Master,0,4
342,85,55,Male,Single,Working,Christian,Bachelor,48611,3
343,55,85,Female,Divorced,Retired,Other,Bachelor,23882,2
344,155,72,Male,Single,Retired,Christian,Bachelor,19129,2
345,82,52,Female,Married,Working,Christian,Bachelor,71333,4
346,148,31,Male,Widowed,Working,Hindu,High School,25997,4
347,160,83,Female,Widowed,Retired,Christian,High School,34277,2
348,107,64,Male,Married,Working,Hindu,Bachelor,51312,5
349,72,87,Female,Divorced,Retired,Christian,Bachelor,3185,2
350,186,40,Male,Single,Business Owner,Muslim,Bachelor,141167,4
351,6,22,Male,Divorced,Student,Muslim,Bachelor,13064,4
352,59,62,Female,Single,Working,Hindu,High School,56784,5
353,226,50,Male,Single,Business Owner,Other,Bachelor,76266,2
354,146,77,Male,Divorced,Retired,Hindu,High School,24347,1
355,4,30,Female,Single,Working,Muslim,Bachelor,55582,5
356,277,43,Male,Married,Working,Other,Master,81792,3
357,48,75,Female,Single,Retired,Muslim,Master,15575,1
358,51,36,Female,Married,Homemaker,Christian,Master,28656,3
359,109,41,Male,Married,Homemaker,Hindu,Bachelor,80939,6
360,101,30,Male,Married,Homemaker,Hindu,High School,38278,5
361,183,44,Male,Single,Business Owner,Christian,Bachelor,168302,3
362,240,64,Female,Widowed,Working,None,PhD,69691,6
363,121,35,Male,Single,Working,Hindu,High School,48520,3
364,214,39,Male,Divorced,Homemaker,Muslim,High School,57632,2
365,15,54,Male,Single,Business Owner,None,High School,108591,6
366,189,46,Male,Widowed,Homemaker,Hindu,High School,58534,3
367,34,62,Male,Married,Working,Muslim,Master,92151,4
368,45,44,Female,Divorced,Homemaker,Hindu,Master,57970,2
369,208,62,Female,Single,Business Owner,Christian,Bachelor,123385,3
370,17,62,Male,Single,Business Owner,Muslim,Bachelor,174212,4
371,273,83,Female,Married,Retired,Christian,Bachelor,20287,3
372,255,81,Male,Single,Retired,Christian,Master,4797,1
373,95,63,Male,Married,Business Owner,Muslim,PhD,110560,3
374,158,75,Male,Single,Retired,Christian,High School,26596,1
375,49,46,Male,Married,Business Owner,Hindu,High School,152707,3
376,262,61,Male,Married,Working,Muslim,Bachelor,53919,4
377,53,38,Male,Married,Unemployed,Hindu,Bachelor,0,5
378,63,28,Female,Single,Working,Other,Bachelor,60798,3
379,185,78,Female,Divorced,Retired,Hindu,Master,31354,1
380,119,22,Female,Married,Working,Hindu,High School,77858,2
381,208,63,Male,Married,Working,Hindu,High School,74353,4
382,34,61,Male,Single,Working,Muslim,High School,53070,3
383,129,24,Female,Single,Student,Christian,Bachelor,9196,2
384,145,18,Male,Divorced,Student,Hindu,Bachelor,14773,4
385,189,71,Female,Single,Retired,Hindu,High School,13768,1
386,48,68,Female,Widowed,Retired,Muslim,Bachelor,23338,3
387,19,82,Male,Married,Retired,Hindu,Bachelor,13337,1
388,269,57,Male,Divorced,Business Owner,Other,High School,139881,3
389,174,63,Female,Single,Working,Hindu,Bachelor,49879,3
390,253,50,Female,Single,Working,Christian,Bachelor,48854,2
391,49,71,Male,Divorced,Retired,Muslim,Bachelor,11129,2
392,70,62,Male,Single,Working,Muslim,Bachelor,63283,5
393,6,64,Male,Married,Business Owner,Hindu,High School,162085,2
394,81,57,Male,Widowed,Homemaker,Other,PhD,77841,4
395,46,66,Female,Married,Retired,Christian,High School,24953,2
396,73,27,Male,Single,Working,Hindu,High School,77157,5
397,40,52,Female,Single,Working,Muslim,High School,47482,3
398,73,57,Female,Married,Unemployed,Christian,High School,0,5
399,271,24,Female,Single,Student,Muslim,Master,8456,4
400,155,87,Male,Single,Retired,Hindu,Bachelor,19213,2
401,107,88,Male,Married,Retired,Hindu,High School,23167,3
402,251,24,Male,Divorced,Working,Christian,Bachelor,57086,2
403,257,34,Male,Married,Homemaker,Other,High School,72268,2
404,16,81,Male,Married,Retired,Hindu,Master,35014,1
405,180,81,Male,Married,Retired,Hindu,PhD,18438,2
406,15,86,Female,Married,Retired,Muslim,Master,16800,3
407,243,35,Male,Single,Homemaker,Christian,Bachelor,60080,4
408,206,64,Male,Divorced,Working,Christian,High School,65422,3
409,265,26,Male,Widowed,Business Owner,Muslim,Bachelor,136272,3
410,45,21,Male,Single,Student,Hindu,Master,11676,3
411,1,66,Male,Widowed,Retired,Hindu,High School,34210,3
412,12,28,Female,Divorced,Homemaker,Muslim,Master,49037,5
413,249,62,Female,Single,Homemaker,Christian,Bachelor,58251,6
414,223,58,Male,Married,Homemaker,Muslim,High School,57658,3
415,128,58,Female,Married,Working,Hindu,Master,53018,3
416,261,37,Female,Single,Working,None,Bachelor,65484,4
417,179,24,Female,Married,Student,Muslim,Bachelor,13463,4
418,169,39,Male,Divorced,Homemaker,Muslim,Bachelor,67233,4
419,260,29,Male,Single,Homemaker,Muslim,High School,51364,3
420,145,39,Female,Married,Working,Hindu,High School,59324,3
421,63,18,Male,Divorced,Working,Muslim,High School,63119,2
422,134,42,Male,Married,Homemaker,Christian,High School,65081,3
423,222,64,Male,Single,Business Owner,Muslim,Master,112763,3
424,7,68,Female,Married,Retired,Hindu,Master,33397,1
425,223,56,Female,Single,Homemaker,Hindu,Bachelor,56372,4
426,277,23,Male,Single,Student,Christian,Bachelor,5717,3
427,56,29,Male,Divorced,Homemaker,Hindu,High School,57296,3
428,50,33,Female,Single,Business Owner,Hindu,High School,170036,3
429,59,41,Male,Widowed,Homemaker,Christian,Bachelor,81668,4
430,9,51,Male,Married,Working,Hindu,Master,41032,5
431,120,69,Female,Married,Retired,Christian,Bachelor,33839,1
432,122,73,Female,Single,Retired,Christian,High School,28710,2
433,276,55,Male,Single,Homemaker,Hindu,High School,53494,4
434,170,61,Male,Single,Unemployed,Hindu,PhD,0,3
435,198,25,Male,Married,Working,Hindu,High School,61495,3
436,251,26,Male,Married,Unemployed,Muslim,High School,0,4
437,265,63,Female,Married,Unemployed,Hindu,Bachelor,0,4
438,271,72,Female,Married,Retired,Christian,Bachelor,27450,3
439,220,72,Male,Married,Retired,Christian,High School,23297,3
440,168,48,Male,Single,Homemaker,Muslim,High School,75769,3
441,10,84,Female,Married,Retired,Christian,Master,20192,1
442,234,32,Female,Married,Working,Muslim,High School,56898,6
443,279,82,Male,Married,Retired,None,High School,24745,1
444,209,77,Male,Widowed,Retired,Muslim,Master,8107,2
445,95,61,Female,Single,Working,Christian,High School,33623,2
446,187,77,Female,Single,Retired,Muslim,High School,5553,3
447,98,20,Female,Single,Student,Christian,Master,18159,5
448,101,61,Male,Single,Working,Christian,High School,47412,4
449,6,72,Male,Single,Retired,Christian,Bachelor,14491,3
450,117,29,Female,Married,Homemaker,Other,Bachelor,42844,4
451,45,59,Male,Single,Working,Muslim,Master,65132,3
452,90,69,Male,Single,Retired,Muslim,High School,24869,2
453,227,72,Male,Married,Retired,Muslim,Bachelor,39065,1
454,47,83,Female,Married,Retired,Muslim,Bachelor,20041,3
455,143,22,Male,Single,Student,None,Bachelor,13497,3
456,237,85,Male,Single,Retired,Other,Bachelor,23117,2
457,196,71,Female,Single,Retired,Hindu,High School,23926,2
458,170,67,Female,Married,Retired,Hindu,Master,12353,3
459,165,34,Male,Married,Working,Christian,Bachelor,59079,2
460,85,47,Male,Single,Working,None,Bachelor,61262,3
461,151,85,Male,Married,Retired,Hindu,Bachelor,10694,2
462,69,64,Female,Married,Working,Muslim,High School,43087,5
463,138,78,Female,Married,Retired,Muslim,High School,18950,1
464,53,23,Male,Single,Student,Muslim,Master,14728,5
