journey_id,customer_id,product_id,visit_date,stage,action,duration_seconds
148,17837,3,2024-11-11,Product Page,Click,101
149,17837,3,2024-11-11,Application Form,Sign Up,290
150,7446,2,2023-12-11,Home Page,View,55
151,18686,2,2025-06-28,Home Page,View,113
152,14101,1,2023-02-13,Home Page,View,107
153,14101,1,2023-02-13,Product Page,Click,168
154,14101,1,2023-02-13,Application Form,Sign Up,90
155,7084,1,2025-12-25,Home Page,View,62
156,7084,1,2025-12-25,Product Page,Click,46
157,7084,1,2025-12-25,Application Form,Sign Up,82
158,24108,5,2024-01-10,Home Page,View,114
159,24108,5,2024-01-10,Product Page,Click,73
160,24108,5,2024-01-10,Application Form,Drop Off,29
161,16128,6,2024-03-25,Home Page,View,36
162,18348,1,2025-08-04,Home Page,View,92
163,18348,1,2025-08-04,Product Page,Click,57
164,18348,1,2025-08-04,Application Form,Sign Up,43
165,2360,2,2025-01-22,Home Page,View,109
166,4151,1,2024-02-08,Home Page,View,52
167,433,5,2024-10-31,Home Page,View,36
168,23117,1,2024-09-13,Home Page,View,41
169,23117,1,2024-09-13,Product Page,Click,150
170,23117,1,2024-09-13,Application Form,Drop Off,52
171,22746,3,2023-02-22,Home Page,View,80
172,15767,3,2024-02-11,Home Page,View,12
173,15767,3,2024-02-11,Product Page,Click,174
174,15767,3,2024-02-11,Checkout,Purchase,85
175,18934,1,2024-11-02,Home Page,View,72
176,18934,1,2024-11-02,Product Page,Click,129
177,18934,1,2024-11-02,Application Form,Drop Off,44
178,990,8,2024-09-01,Home Page,View,55
179,990,8,2024-09-01,Product Page,Click,86
180,990,8,2024-09-01,Checkout,Purchase,577
181,11616,3,2023-01-18,Home Page,View,34
182,11616,3,2023-01-18,Product Page,Click,169
183,11616,3,2023-01-18,Application Form,Drop Off,57
184,11519,7,2025-10-18,Home Page,View,90
185,11519,7,2025-10-18,Product Page,Click,96
186,11519,7,2025-10-18,Application Form,Sign Up,74
187,18716,8,2025-06-12,Home Page,View,25
188,18716,8,2025-06-12,Product Page,Click,146
189,18716,8,2025-06-12,Application Form,Drop Off,43
190,24928,6,2025-11-24,Home Page,View,31
191,24928,6,2025-11-24,Product Page,Click,83
192,24928,6,2025-11-24,Checkout,Purchase,440
193,23514,3,2025-11-19,Home Page,View,88
194,23514,3,2025-11-19,Product Page,Click,137
195,23514,3,2025-11-19,Application Form,Drop Off,34
196,19470,8,2024-10-24,Home Page,View,66
197,5879,3,2023-10-03,Home Page,View,56
198,5879,3,2023-10-03,Product Page,Click,39
199,5879,3,2023-10-03,Checkout,Purchase,562
200,23529,6,2024-05-30,Home Page,View,59
201,23529,6,2024-05-30,Product Page,Click,118
202,23529,6,2024-05-30,Application Form,Drop Off,9
203,11131,3,2025-09-02,Home Page,View,39
204,11131,3,2025-09-02,Product Page,Click,133
205,11131,3,2025-09-02,Application Form,Drop Off,79
206,13514,8,2024-12-15,Home Page,View,86
207,14808,3,2024-05-02,Home Page,View,27
208,10849,6,2023-12-18,Home Page,View,107
209,10849,6,2023-12-18,Product Page,Click,124
210,10849,6,2023-12-18,Checkout,Purchase,569
211,19172,1,2024-09-01,Home Page,View,29
212,19172,1,2024-09-01,Product Page,Click,26
213,19172,1,2024-09-01,Application Form,Drop Off,16
214,8969,8,2023-09-06,Home Page,View,56
215,21817,9,2025-09-12,Home Page,View,106
216,21817,9,2025-09-12,Product Page,Click,39
217,21817,9,2025-09-12,Checkout,Purchase,415
218,11988,9,2025-04-18,Home Page,View,107
219,17743,9,2023-02-22,Home Page,View,86
220,17743,9,2023-02-22,Product Page,Click,98
221,17743,9,2023-02-22,Application Form,Drop Off,76
222,7722,2,2025-10-14,Home Page,View,15
223,11066,8,2024-03-17,Home Page,View,44
224,8886,3,2024-04-29,Home Page,View,31
225,1538,6,2024-04-15,Home Page,View,13
226,12584,7,2023-03-28,Home Page,View,51
227,12584,7,2023-03-28,Product Page,Click,37
228,12584,7,2023-03-28,Application Form,Sign Up,171
229,5431,5,2025-01-14,Home Page,View,106
230,5431,5,2025-01-14,Product Page,Click,98
231,5431,5,2025-01-14,Application Form,Sign Up,86
232,12702,3,2025-11-17,Home Page,View,11
233,12702,3,2025-11-17,Product Page,Click,68
234,12702,3,2025-11-17,Application Form,Drop Off,32
235,12856,8,2023-03-03,Home Page,View,27
236,12856,8,2023-03-03,Product Page,Click,20
237,12856,8,2023-03-03,Checkout,Purchase,378
238,9294,2,2025-02-25,Home Page,View,58
239,9294,2,2025-02-25,Product Page,Click,101
240,9294,2,2025-02-25,Application Form,Sign Up,40
241,9269,7,2023-05-27,Home Page,View,21
242,9269,7,2023-05-27,Product Page,Click,35
243,9269,7,2023-05-27,Application Form,Sign Up,198
244,17811,1,2023-12-29,Home Page,View,62
245,19873,3,2023-11-16,Home Page,View,105
246,18663,7,2024-11-05,Home Page,View,105
247,22852,7,2025-03-06,Home Page,View,12
248,22852,7,2025-03-06,Product Page,Click,160
249,22852,7,2025-03-06,Checkout,Purchase,260
250,701,3,2023-09-25,Home Page,View,94
251,1293,9,2025-05-26,Home Page,View,81
252,1293,9,2025-05-26,Product Page,Click,61
253,1293,9,2025-05-26,Application Form,Drop Off,77
254,6349,6,2025-07-31,Home Page,View,111
255,6349,6,2025-07-31,Product Page,Click,149
256,6349,6,2025-07-31,Application Form,Sign Up,243
257,9787,5,2023-11-21,Home Page,View,113
258,9787,5,2023-11-21,Product Page,Click,66
259,9787,5,2023-11-21,Application Form,Drop Off,11
260,20521,2,2023-07-08,Home Page,View,55
261,20521,2,2023-07-08,Product Page,Click,116
262,20521,2,2023-07-08,Checkout,Purchase,204
263,19045,1,2025-07-15,Home Page,View,11
264,19045,1,2025-07-15,Product Page,Click,80
265,19045,1,2025-07-15,Checkout,Purchase,489
266,7441,6,2025-09-28,Home Page,View,18
267,2165,6,2025-09-23,Home Page,View,74
268,20172,5,2023-08-05,Home Page,View,69
269,20172,5,2023-08-05,Product Page,Click,156
270,20172,5,2023-08-05,Checkout,Purchase,248
271,13124,2,2023-09-13,Home Page,View,101
272,3965,4,2025-07-12,Home Page,View,116
273,3965,4,2025-07-12,Product Page,Click,62
274,3965,4,2025-07-12,Application Form,Sign Up,102
275,16089,9,2024-11-14,Home Page,View,83
276,24829,5,2025-02-03,Home Page,View,95
277,17580,4,2024-11-10,Home Page,View,43
278,17580,4,2024-11-10,Product Page,Click,106
279,17580,4,2024-11-10,Checkout,Purchase,424
280,14732,8,2025-04-16,Home Page,View,79
281,4166,4,2025-12-22,Home Page,View,66
282,4166,4,2025-12-22,Product Page,Click,136
283,4166,4,2025-12-22,Application Form,Sign Up,41
284,2677,5,2025-07-06,Home Page,View,47
285,2677,5,2025-07-06,Product Page,Click,82
286,2677,5,2025-07-06,Application Form,Sign Up,222
287,12232,9,2023-03-30,Home Page,View,95
288,12232,9,2023-03-30,Product Page,Click,143
289,12232,9,2023-03-30,Checkout,Purchase,368
290,10141,5,2023-06-02,Home Page,View,107
291,10141,5,2023-06-02,Product Page,Click,114
292,10141,5,2023-06-02,Checkout,Purchase,438
293,1733,9,2024-06-20,Home Page,View,90
294,22232,8,2025-09-17,Home Page,View,20
295,5997,7,2024-12-20,Home Page,View,84
296,20815,8,2025-12-13,Home Page,View,65
297,20815,8,2025-12-13,Product Page,Click,169
298,20815,8,2025-12-13,Application Form,Drop Off,26
299,5430,2,2025-04-22,Home Page,View,10
300,5430,2,2025-04-22,Product Page,Click,143
301,5430,2,2025-04-22,Checkout,Purchase,515
302,24091,5,2023-03-12,Home Page,View,107
303,24091,5,2023-03-12,Product Page,Click,127
304,24091,5,2023-03-12,Application Form,Drop Off,67
305,144,7,2024-08-13,Home Page,View,75
306,144,7,2024-08-13,Product Page,Click,16
307,144,7,2024-08-13,Application Form,Sign Up,218
308,13271,1,2025-06-01,Home Page,View,75
309,13271,1,2025-06-01,Product Page,Click,59
310,13271,1,2025-06-01,Application Form,Sign Up,173
311,10429,1,2024-01-31,Home Page,View,116
312,10429,1,2024-01-31,Product Page,Click,78
313,10429,1,2024-01-31,Checkout,Purchase,225
314,9763,1,2023-05-24,Home Page,View,80
315,9763,1,2023-05-24,Product Page,Click,141
316,9763,1,2023-05-24,Application Form,Drop Off,59
317,15771,3,2024-10-14,Home Page,View,25
318,15771,3,2024-10-14,Product Page,Click,126
319,15771,3,2024-10-14,Application Form,Sign Up,156
320,15148,9,2024-11-10,Home Page,View,48
321,17506,4,2024-11-21,Home Page,View,22
322,17506,4,2024-11-21,Product Page,Click,146
323,17506,4,2024-11-21,Application Form,Sign Up,161
324,17376,1,2023-05-07,Home Page,View,71
325,17376,1,2023-05-07,Product Page,Click,58
326,17376,1,2023-05-07,Application Form,Sign Up,241
327,6190,7,2024-09-17,Home Page,View,41
328,6190,7,2024-09-17,Product Page,Click,145
329,6190,7,2024-09-17,Checkout,Purchase,455
330,13573,6,2024-09-10,Home Page,View,48
331,13573,6,2024-09-10,Product Page,Click,43
332,13573,6,2024-09-10,Application Form,Sign Up,217
333,16848,2,2023-07-13,Home Page,View,42
334,16848,2,2023-07-13,Product Page,Click,102
335,16848,2,2023-07-13,Checkout,Purchase,368
336,21211,4,2023-04-03,Home Page,View,84
337,12807,7,2024-06-21,Home Page,View,77
338,12807,7,2024-06-21,Product Page,Click,20
339,12807,7,2024-06-21,Application Form,Sign Up,172
340,14236,3,2025-03-12,Home Page,View,96
341,2441,6,2023-01-16,Home Page,View,88
342,18517,9,2023-05-16,Home Page,View,45
343,18517,9,2023-05-16,Product Page,Click,96
344,18517,9,2023-05-16,Application Form,Sign Up,200
345,7292,8,2025-11-25,Home Page,View,43
346,7836,9,2023-06-07,Home Page,View,63
347,2749,6,2024-06-19,Home Page,View,20
348,24058,2,2024-03-27,Home Page,View,77
349,24058,2,2024-03-27,Product Page,Click,135
350,24058,2,2024-03-27,Checkout,Purchase,589
351,15658,5,2025-05-09,Home Page,View,34
352,15658,5,2025-05-09,Product Page,Click,100
353,15658,5,2025-05-09,Application Form,Drop Off,62
354,24139,8,2025-08-05,Home Page,View,41
355,24139,8,2025-08-05,Product Page,Click,87
356,24139,8,2025-08-05,Application Form,Drop Off,91
357,2706,6,2024-08-08,Home Page,View,17
358,2706,6,2024-08-08,Product Page,Click,58
359,2706,6,2024-08-08,Application Form,Drop Off,64
360,10345,1,2023-09-12,Home Page,View,86
361,10345,1,2023-09-12,Product Page,Click,89
362,10345,1,2023-09-12,Application Form,Drop Off,15
363,1692,2,2025-10-06,Home Page,View,95
364,24358,6,2023-09-18,Home Page,View,51
365,24358,6,2023-09-18,Product Page,Click,76
366,24358,6,2023-09-18,Application Form,Drop Off,9
367,21890,4,2025-02-17,Home Page,View,15
368,21890,4,2025-02-17,Product Page,Click,94
369,21890,4,2025-02-17,Checkout,Purchase,138
370,18241,4,2023-10-02,Home Page,View,19
371,6700,1,2023-09-03,Home Page,View,72
372,9569,7,2024-04-18,Home Page,View,114
373,9569,7,2024-04-18,Product Page,Click,167
374,9569,7,2024-04-18,Checkout,Purchase,66
375,8916,2,2025-07-26,Home Page,View,53
376,8916,2,2025-07-26,Product Page,Click,105
377,8916,2,2025-07-26,Application Form,Sign Up,217
378,649,6,2024-02-01,Home Page,View,18
379,649,6,2024-02-01,Product Page,Click,150
380,649,6,2024-02-01,Application Form,Sign Up,121
381,17355,6,2024-01-20,Home Page,View,59
382,17144,9,2023-12-12,Home Page,View,65
383,24310,3,2024-03-15,Home Page,View,32
384,11644,9,2024-01-19,Home Page,View,16
385,10425,2,2024-12-10,Home Page,View,118
386,10425,2,2024-12-10,Product Page,Click,20
387,10425,2,2024-12-10,Application Form,Drop Off,68
388,5397,9,2025-09-06,Home Page,View,49
389,5397,9,2025-09-06,Product Page,Click,116
390,5397,9,2025-09-06,Checkout,Purchase,255
391,393,7,2023-08-16,Home Page,View,24
392,393,7,2023-08-16,Product Page,Click,176
393,393,7,2023-08-16,Checkout,Purchase,383
394,23975,8,2025-03-13,Home Page,View,40
395,16221,6,2025-08-14,Home Page,View,26
396,17548,4,2023-10-18,Home Page,View,116
397,17548,4,2023-10-18,Product Page,Click,179
398,17548,4,2023-10-18,Application Form,Drop Off,60
399,22328,8,2025-05-08,Home Page,View,48
400,22328,8,2025-05-08,Product Page,Click,136
401,22328,8,2025-05-08,Checkout,Purchase,502
402,24783,8,2025-03-03,Home Page,View,69
403,24783,8,2025-03-03,Product Page,Click,72
404,24783,8,2025-03-03,Checkout,Purchase,130
405,3288,4,2025-01-03,Home Page,View,38
406,11520,9,2024-08-24,Home Page,View,115
407,7976,2,2024-11-24,Home Page,View,74
408,2056,7,2024-01-29,Home Page,View,36
409,2056,7,2024-01-29,Product Page,Click,120
410,2056,7,2024-01-29,Application Form,Drop Off,41
411,14684,8,2025-12-17,Home Page,View,42
412,3350,1,2025-08-21,Home Page,View,106
413,8878,2,2025-01-28,Home Page,View,62
414,8878,2,2025-01-28,Product Page,Click,168
415,8878,2,2025-01-28,Application Form,Drop Off,70
416,4706,8,2024-05-23,Home Page,View,110
417,8376,7,2025-12-01,Home Page,View,116
418,8376,7,2025-12-01,Product Page,Click,66
419,8376,7,2025-12-01,Checkout,Purchase,110
420,18256,8,2023-08-06,Home Page,View,72
421,18256,8,2023-08-06,Product Page,Click,76
422,18256,8,2023-08-06,Checkout,Purchase,591
423,9924,1,2025-05-12,Home Page,View,108
424,9924,1,2025-05-12,Product Page,Click,42
425,9924,1,2025-05-12,Application Form,Sign Up,174
426,19278,2,2025-10-02,Home Page,View,49
427,8409,4,2023-03-03,Home Page,View,10
428,4148,2,2023-02-11,Home Page,View,73
429,4148,2,2023-02-11,Product Page,Click,158
430,4148,2,2023-02-11,Application Form,Drop Off,83
431,15324,8,2024-04-10,Home Page,View,69
432,15324,8,2024-04-10,Product Page,Click,167
433,15324,8,2024-04-10,Checkout,Purchase,430
434,12320,7,2025-01-11,Home Page,View,11
435,12320,7,2025-01-11,Product Page,Click,66
436,12320,7,2025-01-11,Application Form,Drop Off,76
437,16434,9,2025-09-29,Home Page,View,40
438,16434,9,2025-09-29,Product Page,Click,66
439,16434,9,2025-09-29,Application Form,Sign Up,274
440,11134,4,2025-12-24,Home Page,View,43
441,1614,6,2025-09-11,Home Page,View,112
442,318,4,2025-02-13,Home Page,View,42
443,23009,4,2023-02-16,Home Page,View,59
444,12666,9,2024-06-29,Home Page,View,39
445,12666,9,2024-06-29,Product Page,Click,156
446,12666,9,2024-06-29,Application Form,Drop Off,20
447,19805,5,2024-10-10,Home Page,View,60
448,19805,5,2024-10-10,Product Page,Click,97
449,19805,5,2024-10-10,Application Form,Sign Up,73
450,10020,2,2025-08-08,Home Page,View,83
451,10020,2,2025-08-08,Product Page,Click,161
452,10020,2,2025-08-08,Checkout,Purchase,100
453,21658,1,2024-08-24,Home Page,View,83
454,21658,1,2024-08-24,Product Page,Click,50
455,21658,1,2024-08-24,Checkout,Purchase,474
456,10693,9,2025-06-24,Home Page,View,46
457,10693,9,2025-06-24,Product Page,Click,142
458,10693,9,2025-06-24,Application Form,Sign Up,101
459,2853,9,2025-04-10,Home Page,View,77
460,18192,5,2024-10-16,Home Page,View,67
461,18192,5,2024-10-16,Product Page,Click,94
462,18192,5,2024-10-16,Application Form,Drop Off,70
463,22575,1,2025-10-13,Home Page,View,20
464,22575,1,2025-10-13,Product Page,Click,71
465,22575,1,2025-10-13,Application Form,Sign Up,31
466,23543,2,2025-08-05,Home Page,View,54
467,23543,2,2025-08-05,Product Page,Click,163
468,23543,2,2025-08-05,Application Form,Drop Off,59
469,2756,1,2023-07-06,Home Page,View,12
470,2756,1,2023-07-06,Product Page,Click,124
471,2756,1,2023-07-06,Application Form,Sign Up,117
472,23930,9,2023-04-08,Home Page,View,62
473,23930,9,2023-04-08,Product Page,Click,120
474,23930,9,2023-04-08,Application Form,Sign Up,94
475,3956,6,2025-03-31,Home Page,View,71
476,3956,6,2025-03-31,Product Page,Click,138
477,3956,6,2025-03-31,Application Form,Sign Up,184
478,11524,7,2023-01-06,Home Page,View,78
479,11524,7,2023-01-06,Product Page,Click,44
480,11524,7,2023-01-06,Application Form,Sign Up,90
481,19632,3,2025-04-20,Home Page,View,116
482,19632,3,2025-04-20,Product Page,Click,73
483,19632,3,2025-04-20,Application Form,Sign Up,104
484,12525,1,2024-01-06,Home Page,View,79
485,12525,1,2024-01-06,Product Page,Click,179
486,12525,1,2024-01-06,Checkout,Purchase,322
487,23623,6,2025-06-14,Home Page,View,37
488,13611,6,2023-09-08,Home Page,View,37
489,13611,6,2023-09-08,Product Page,Click,135
490,13611,6,2023-09-08,Checkout,Purchase,64
491,21911,4,2023-03-10,Home Page,View,26
492,14574,2,2025-03-07,Home Page,View,32
493,14574,2,2025-03-07,Product Page,Click,69
494,14574,2,2025-03-07,Checkout,Purchase,322
495,17569,3,2024-10-31,Home Page,View,115
496,17569,3,2024-10-31,Product Page,Click,147
497,17569,3,2024-10-31,Application Form,Drop Off,83
498,10298,6,2023-07-25,Home Page,View,11
499,8059,3,2024-11-29,Home Page,View,107
500,18186,4,2025-02-20,Home Page,View,34
501,18186,4,2025-02-20,Product Page,Click,150
502,18186,4,2025-02-20,Application Form,Sign Up,44
503,9754,6,2023-04-27,Home Page,View,21
504,9754,6,2023-04-27,Product Page,Click,97
505,9754,6,2023-04-27,Checkout,Purchase,190
506,1287,1,2023-10-28,Home Page,View,77
507,14953,5,2023-09-29,Home Page,View,27
508,14953,5,2023-09-29,Product Page,Click,80
509,14953,5,2023-09-29,Application Form,Sign Up,200
510,11799,6,2025-07-30,Home Page,View,30
511,11799,6,2025-07-30,Product Page,Click,161
512,11799,6,2025-07-30,Application Form,Sign Up,50
513,14280,2,2024-01-02,Home Page,View,25
514,14280,2,2024-01-02,Product Page,Click,67
515,14280,2,2024-01-02,Application Form,Drop Off,7
516,8506,2,2023-07-04,Home Page,View,78
517,8506,2,2023-07-04,Product Page,Click,77
518,8506,2,2023-07-04,Checkout,Purchase,74
519,15909,9,2023-09-26,Home Page,View,17
520,1714,6,2024-08-16,Home Page,View,105
521,1714,6,2024-08-16,Product Page,Click,40
522,1714,6,2024-08-16,Application Form,Sign Up,72
523,20945,5,2025-11-09,Home Page,View,112
524,20897,5,2023-10-08,Home Page,View,11
525,8076,5,2025-09-01,Home Page,View,34
526,11911,9,2025-06-17,Home Page,View,54
527,11911,9,2025-06-17,Product Page,Click,152
528,11911,9,2025-06-17,Checkout,Purchase,225
529,9737,4,2023-03-15,Home Page,View,34
530,15993,5,2025-01-10,Home Page,View,54
531,6775,3,2024-01-23,Home Page,View,37
532,23482,6,2025-08-20,Home Page,View,108
533,23482,6,2025-08-20,Product Page,Click,136
534,23482,6,2025-08-20,Application Form,Drop Off,85
535,15016,6,2024-02-23,Home Page,View,19
536,15016,6,2024-02-23,Product Page,Click,73
537,15016,6,2024-02-23,Checkout,Purchase,169
538,15236,2,2023-08-15,Home Page,View,105
539,15799,7,2025-09-08,Home Page,View,54
540,20626,2,2024-03-23,Home Page,View,59
541,20626,2,2024-03-23,Product Page,Click,100
542,20626,2,2024-03-23,Checkout,Purchase,572
543,18506,8,2024-06-26,Home Page,View,38
544,18506,8,2024-06-26,Product Page,Click,33
545,18506,8,2024-06-26,Application Form,Sign Up,212
546,13391,8,2023-09-05,Home Page,View,104
547,13391,8,2023-09-05,Product Page,Click,96
548,13391,8,2023-09-05,Application Form,Sign Up,116
549,24890,5,2025-07-17,Home Page,View,113
550,24890,5,2025-07-17,Product Page,Click,64
551,24890,5,2025-07-17,Application Form,Sign Up,285
552,19364,5,2025-10-20,Home Page,View,42
553,23967,3,2025-01-11,Home Page,View,77
554,16815,1,2024-03-18,Home Page,View,54
555,16815,1,2024-03-18,Product Page,Click,152
556,16815,1,2024-03-18,Checkout,Purchase,586
557,1742,6,2025-02-18,Home Page,View,64
558,11311,6,2025-01-26,Home Page,View,27
559,4508,1,2024-12-14,Home Page,View,93
560,6683,2,2024-07-14,Home Page,View,14
561,22616,7,2024-01-04,Home Page,View,31
562,22616,7,2024-01-04,Product Page,Click,117
563,22616,7,2024-01-04,Application Form,Drop Off,32
564,15346,8,2025-09-01,Home Page,View,47
565,15346,8,2025-09-01,Product Page,Click,170
566,15346,8,2025-09-01,Application Form,Drop Off,47
567,24734,3,2025-10-28,Home Page,View,115
568,24734,3,2025-10-28,Product Page,Click,105
569,24734,3,2025-10-28,Application Form,Drop Off,56
570,14848,3,2025-11-05,Home Page,View,78
571,14848,3,2025-11-05,Product Page,Click,129
572,14848,3,2025-11-05,Checkout,Purchase,433
573,17266,1,2025-04-15,Home Page,View,55
574,7171,6,2024-08-17,Home Page,View,25
575,7171,6,2024-08-17,Product Page,Click,51
